OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7273189,1111,20,1370,201370,1ST AVE NE BETWEEN N 137TH ST AND NE 140TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,N 137TH ST,NE 140TH ST,3,Collector Arterial, ,13700,25,N,N, , ,665,22,AC/AC,10/31/2022 12:00:00 AM,,,1ST AVE NE AND N 137TH ST,N,35929,1ST AVE NE AND NE 140TH ST,S,35922,1272384.972,269688.8122,System.Byte[],N,N,N,Neighborhood Corridor,,86,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1370,2,ART,N,665.272232
7273190,1112,20,1400,201400,1ST AVE NE BETWEEN NE 140TH ST AND N 143RD ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 140TH ST,N 143RD ST,3,Collector Arterial, ,14000,25,N,N, , ,665,23,AC,10/31/2022 12:00:00 AM,,,1ST AVE NE AND NE 140TH ST,N,35922,1ST AVE NE AND N 143RD ST,S,35915,1272397.232,270353.6614,System.Byte[],N,N,N,Neighborhood Corridor,,38,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1400,3,ART,N,664.6521024
7273191,1113,20,1430,201430,1ST AVE NE BETWEEN N 143RD ST AND NE 145TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,N 143RD ST,NE 145TH ST,3,Collector Arterial, ,14300,25,N,N, , ,665,23,AC,10/31/2022 12:00:00 AM,,,1ST AVE NE AND N 143RD ST,N,35915,1ST AVE NE AND NE 145TH ST,S,35906,1272409.489,271018.4263,System.Byte[],N,N,N,Neighborhood Corridor,,38,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1430,4,ART,N,665.1039294
7273241,1185,30,10,300010,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,YESLER WAY,S WASHINGTON ST,2,Minor Arterial, ,100,25,S,N, , ,306,44,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE AND YESLER WAY,S,30357,1ST AVE S AND S WASHINGTON ST,N,30362,1270166.956,222947.488,System.Byte[],N,N,N,Downtown Neighborhood,,19,0,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0010,0,ART,N,306.0953126
7273242,1186,30,20,300020,1ST AVE S BETWEEN S WASHINGTON ST AND S MAIN ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S WASHINGTON ST,S MAIN ST,2,Minor Arterial, ,200,25,S,N, , ,306,44,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S WASHINGTON ST,S,30362,1ST AVE S AND S MAIN ST,N,30364,1270160.205,222641.5033,System.Byte[],N,N,N,Downtown Neighborhood,,19,0,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0020,0,ART,N,306.0231764
7273243,1188,30,40,300040,1ST AVE S BETWEEN S JACKSON ST AND S KING ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S JACKSON ST,S KING ST,2,Minor Arterial, ,400,25,S,N, , ,333,44,AC/PCC,10/31/2022 12:00:00 AM,,10/11/2002 00:00,1ST AVE S AND S JACKSON ST,S,30365,1ST AVE S AND S KING ST,N,30368,1270146.404,222015.9232,System.Byte[],N,N,N,Downtown Neighborhood,,19,100,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0040,2,ART,N,333.072886
7273244,1190,30,55,300055,1ST AVE S BETWEEN S DEARBORN ST AND S CHARLES ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S DEARBORN ST,S CHARLES ST,2,Minor Arterial,SDOT,500,25,S,N, , ,287,73,AC/PCC,10/31/2022 12:00:00 AM,AC/PCC,11/10/2008 00:00,1ST AVE S AND S DEARBORN ST,S,30381,1ST AVE S AND S CHARLES ST,N,30391,1270126.147,221000.5802,System.Byte[],N,N,N,Downtown Neighborhood,,59,100,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0055,0,ART,N,368.048415
7273252,1202,30,120,300120,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S ROYAL BROUGHAM WAY,S ATLANTIC ST,1,Principal Arterial,WSDOT,1200,25,S,N, , ,760,79,AC/PCC,10/31/2022 12:00:00 AM,AC/PCC,11/02/2017 00:00,1ST AVE S AND S ROYAL BROUGHAM WAY,S,30384,1ST AVE S AND S ATLANTIC ST,N,30388,1270092.506,219319.2675,System.Byte[],N,N,Y,Industrial Access,Y,77,69,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0120,0,ART,N,760.0073059
7273253,1204,30,170,300170,1ST AVE S BETWEEN S MASSACHUSETTS ST AND S HOLGATE ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S MASSACHUSETTS ST,S HOLGATE ST,1,Principal Arterial, ,1700,30,S,N, , ,775,68,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S MASSACHUSETTS ST,S,31344,1ST AVE S AND S HOLGATE ST,N,31345,1270062.157,217792.0196,System.Byte[],N,N,Y,Industrial Access,Y,69,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0170,0,ART,N,775.0601131
7273254,1205,30,190,300190,1ST AVE S BETWEEN S HOLGATE ST AND S WALKER ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S HOLGATE ST,S WALKER ST,1,Principal Arterial, ,1900,30,S,N, , ,775,68,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S HOLGATE ST,S,31345,1ST AVE S AND S WALKER ST,N,31350,1270046.781,217017.0956,System.Byte[],N,N,Y,Industrial Access,Y,74,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0190,0,ART,N,775.0930391
7273255,1207,30,240,300240,1ST AVE S BETWEEN S STACY ST AND S LANDER ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S STACY ST,S LANDER ST,1,Principal Arterial, ,2400,30,S,N, , ,760,68,AC,10/31/2022 12:00:00 AM,PCC,12/29/2005 12:00:00 AM,1ST AVE S AND S STACY ST,S,31365,1ST AVE S AND S LANDER ST,N,31372,1270016.509,215489.7058,System.Byte[],N,N,Y,Industrial Access,Y,81,80,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0240,0,ART,N,760.1904386
7273256,1208,30,270,300270,1ST AVE S BETWEEN S LANDER ST AND S FOREST ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S LANDER ST,S FOREST ST,1,Principal Arterial, ,2700,30,S,N, , ,760,68,AC,10/31/2022 12:00:00 AM,PCC,12/29/2005 12:00:00 AM,1ST AVE S AND S LANDER ST,S,31372,1ST AVE S AND S FOREST ST,N,31373,1270001.409,214729.7481,System.Byte[],N,N,Y,Industrial Access,Y,77,80,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0270,0,ART,N,760.0249907
7273257,1210,30,320,300320,1ST AVE S BETWEEN S HANFORD ST AND S HORTON ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S HANFORD ST,S HORTON ST,1,Principal Arterial, ,3200,30,S,N, , ,434,68,AC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S HANFORD ST,S,31379,1ST AVE S AND S HORTON ST,N,32333,1269973.97,213348.0129,System.Byte[],N,N,Y,Industrial Access,Y,77,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0320,0,ART,N,434.0686117
7273258,1211,30,330,300330,1ST AVE S BETWEEN S HORTON ST AND S HINDS ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S HORTON ST,S HINDS ST,1,Principal Arterial, ,3300,30,S,N, , ,250,80,AC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S HORTON ST,S,32333,1ST AVE S AND S HINDS ST,N,32334,1269967.195,213006.0108,System.Byte[],N,N,Y,Industrial Access,Y,61,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0330,0,ART,N,250.0699378
7273260,1214,30,361,300361,1ST AVE S BETWEEN S SPOKANE SR ST AND S ANDOVER ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S SPOKANE SR ST,S ANDOVER ST,1,Principal Arterial, ,3600,30,S,N, , ,1097,60,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S SPOKANE SR ST,S,32340,1ST AVE S AND S ANDOVER ST,N,337616,1269937.135,211491.1093,System.Byte[],Y,N,Y,Industrial Access,Y,60,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0361,0,ART,N,1097.003212
7273261,1216,30,470,300470,1ST AVE S BETWEEN 1ST AV S VI AND S HUDSON ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,1ST AV S VI,S HUDSON ST,1,Principal Arterial, ,4700,30,S,N, , ,1060,64,PCC,10/31/2022 12:00:00 AM,,,1ST S AVE S AND 1ST AV S VI,S,33033,1ST AVE S AND S HUDSON ST,N,33021,1269856.935,207470.937,System.Byte[],Y,N,Y,Industrial Access,Y,97,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0470,1,ART,N,1059.99722
7273262,1217,30,500,300500,1ST AVE S BETWEEN S HUDSON ST AND S DAWSON ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S HUDSON ST,S DAWSON ST,1,Principal Arterial, ,5000,30,S,N, , ,638,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S HUDSON ST,S,33021,1ST AVE S AND S DAWSON ST,N,33026,1269840.119,206622.0476,System.Byte[],N,N,Y,Industrial Access,Y,63,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0500,0,ART,N,638.1145474
7273263,1218,30,520,300520,1ST AVE S BETWEEN S DAWSON ST AND S BENNETT ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S DAWSON ST,S BENNETT ST,1,Principal Arterial, ,5200,30,S,N, , ,269,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S DAWSON ST,S,33026,1ST AVE S AND S BENNETT ST,N,33025,1269831.131,206168.3506,System.Byte[],N,N,Y,Industrial Access,Y,63,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0520,1,ART,N,269.4575327
7273264,1219,30,530,300530,1ST AVE S BETWEEN S BENNETT ST AND S BRANDON ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S BENNETT ST,S BRANDON ST,1,Principal Arterial, ,5300,30,S,N, , ,277,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S BENNETT ST,S,33025,1ST AVE S AND S BRANDON ST,N,33029,1269825.724,205895.4006,System.Byte[],N,N,Y,Industrial Access,Y,63,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0530,0,ART,N,276.5496033
7273265,1220,30,540,300540,1ST AVE S BETWEEN S BRANDON ST AND S LUCILE ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S BRANDON ST,S LUCILE ST,1,Principal Arterial, ,5400,30,S,N, , ,270,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S BRANDON ST,S,33029,1ST AVE S AND S LUCILE ST,N,33034,1269820.312,205622.1697,System.Byte[],N,N,Y,Industrial Access,Y,63,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0540,0,ART,N,270.0193046
7273266,1224,30,580,300580,1ST AVE S BETWEEN S MEAD ST AND S FIDALGO ST,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S MEAD ST,S FIDALGO ST,1,Principal Arterial, ,5800,30,S,N, , ,225,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S MEAD ST,S,33042,1ST AVE S AND S FIDALGO ST,N,33041,1269798.474,204528.1979,System.Byte[],N,N,Y,Industrial Access,Y,66,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0580,1,ART,N,225.4448259
7273267,1225,30,590,300590,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S FIDALGO ST,EAST MARGINAL WAY S,1,Principal Arterial, ,5900,30,S,N, , ,809,65,AC/PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S FIDALGO ST,S,33041,1ST AVE S AND EAST MARGINAL WAY S,N,33046,1269789.683,204011.4637,System.Byte[],N,N,Y,Industrial Access,Y,66,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0590,0,ART,N,809.1805914
7273275,1235,30,860,300860,1ST AVE S BETWEEN S CLOVERDALE W ST AND 1ST AVS OFF S RP,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,S CLOVERDALE W ST,1ST AVS OFF S RP,1,Principal Arterial,WSDOT,8600,35,S,N, , ,637,83,AC/AC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S CLOVERDALE W ST,S,35174,1ST AVE S AND 1ST AVS OFF S RP,N,35176,1269482.728,195267.0869,System.Byte[],N,N,Y,Industrial Access,,26,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0860,9,ART,N,636.5419387
7273276,1236,30,870,300870,1ST AVE S BETWEEN 1ST AVS OFF S RP AND 1ST AVS ON S RP,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,1ST AVS OFF S RP,1ST AVS ON S RP,1,Principal Arterial,WSDOT,8700,35,S,N, , ,480,83,AC/AC,10/31/2022 12:00:00 AM,,,1ST AVE S AND 1ST AVS OFF S RP,S,35176,1ST AVE S AND 1ST AVS ON S RP,N,35175,1269455.69,194720.8827,System.Byte[],N,N,Y,Urban Center Connector,,26,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0870,10,ART,N,480.1582316
7273277,1237,30,880,300880,1ST AVE S BETWEEN 1ST AVS ON S RP AND OLSON PL SW,1ST AVE S,1ST AVE S,INSVC,DISTRICT1, ,N,1ST AVS ON S RP,OLSON PL SW,1,Principal Arterial,WSDOT,8800,35,S,N, , ,335,83,AC/AC,10/31/2022 12:00:00 AM,,,1ST AVE S AND 1ST AVS ON S RP,S,35175,1ST AVE S AND OLSON PL SW,N,34989,1269447.454,194314.514,System.Byte[],N,N,Y,Urban Center Connector,,26,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00030&StreetSegment=0880,9,ART,N,335.4990976
7273297,1265,40,1130,401130,1ST PL NE BETWEEN 1ST AVE NE AND NE 117TH ST,1ST PL NE,1ST PL NE,INSVC,DISTRICT5, ,N,1ST AVE NE,NE 117TH ST,3,Collector Arterial, ,11300,25,N,N, , ,1077,54,AC,9/23/2017 12:00:00 AM,AC,11/01/2017 00:00,1ST AVE NE AND 1ST PL NE,N,36581,1ST PL NE AND NE 117TH ST,S,38444,1272469.673,263243.2206,System.Byte[],N,N,N,Urban Village Neighborhood,,79,85,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00040&StreetSegment=1130,5,ART,N,1076.737728
7273298,1266,50,410,500410,1ST AV S VI BETWEEN S DAKOTA ST AND 1ST AVE S,1ST AVE S,1ST AV S VI,INSVC,DISTRICT1, ,N,S DAKOTA ST,1ST AVE S,1,Principal Arterial, ,4100,30,S,N, , ,2550,64,PCC,10/31/2022 12:00:00 AM,,,1ST AVE S AND S DAKOTA ST,S,32376,1ST S AVE S AND 1ST AV S VI,N,33033,1269894.739,209275.6261,System.Byte[],Y,N,Y,Industrial Access,Y,97,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00050&StreetSegment=0410,0,ART,N,2550.186864
7273299,1269,52,670,520670,1ST AV S BR NB BETWEEN POINT B AND POINT A,1ST AV S BR NB,1ST AV S BR NB,INSVC,DISTRICT1, ,N,POINT B,POINT A,1,Principal Arterial,WSDOT,0,40,S,Y,N,T,315,0,,,,,1ST AV S BR NB AND POINT B,S,34089,1ST AV S BR NB AND POINT A,N,34080,1269763.441,201563.2726,System.Byte[],N,N,N,,Y,0,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00052&StreetSegment=0670,1,ART,N,314.9616228
7273300,1270,52,680,520680,1ST AV S BR NB BETWEEN POINT A AND SR509 NB,1ST AV S BR NB,1ST AV S BR NB,INSVC,DISTRICT1, ,N,POINT A,SR509 NB,1,Principal Arterial,WSDOT,0,40,S,Y,N,T,1730,0,,,,,1ST AV S BR NB AND POINT A,S,34080,HOLDEN ST ON RP AND SR509 NB,N,34103,1269602.819,200552.4682,System.Byte[],N,N,N,,Y,0,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00052&StreetSegment=0680,1,ART,N,1730.131421
7273302,1273,55,810,550810,1ST AV S OFF RP BETWEEN SR509 SB AND 1ST S AVE S,1ST AV S OFF RP,1ST AV S OFF RP,INSVC,DISTRICT1, ,N,SR509 SB,1ST S AVE S,1,Principal Arterial,WSDOT,0,40,S,Y,S,F,1951,33,PCC,12/29/2005 12:00:00 AM,,,1ST AV S OFF RP AND SR509 SB,S,35152,1ST AVE S AND 1ST AVS OFF S RP,N,35176,1269556.152,195896.2166,System.Byte[],N,N,N,,,89,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00055&StreetSegment=0810,5,ART,N,1950.686864
7273303,1277,82,600,820600,1ST AV S BR SB BETWEEN EAST MARGINAL WAY S AND 1ST AV S SB ON RP,1ST AV S BR SB,1ST AV S BR SB,INSVC,DISTRICT1, ,N,EAST MARGINAL WAY S,1ST AV S SB ON RP,1,Principal Arterial,WSDOT,0,40,S,Y,S,F,1724,0,,,,,1ST AV S BR SB AND EAST MARGINAL WAY S,S,33195,1ST AV S BR SB AND 1ST AV S SB ON RP,N,34090,1269793.369,202651.4881,System.Byte[],N,N,N,,Y,0,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00082&StreetSegment=0600,0,ART,N,1724.198505
7273304,1279,82,670,820670,1ST AV S BR SB BETWEEN POINT B AND POINT A,1ST AV S BR SB,1ST AV S BR SB,INSVC,DISTRICT1, ,N,POINT B,POINT A,1,Principal Arterial,WSDOT,0,40,S,Y,S,F,402,0,,,,,1ST AV S BR SB AND POINT B,S,34091,1ST AV S BR SB AND POINT A,N,34092,1269593.844,201300.8325,System.Byte[],N,N,N,,Y,0,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00082&StreetSegment=0670,0,ART,N,401.9667105
7273313,1291,150,90,1500090,10TH AVE E BETWEEN E ALOHA ST AND E PROSPECT ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E ALOHA ST,E PROSPECT ST,2,Minor Arterial, ,900,25,N,N, , ,672,52,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E ALOHA ST,N,28977,10TH AVE E AND E PROSPECT ST,S,28963,1273797.75,232525.5717,System.Byte[],N,N,N,Urban Center Connector,,91,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0090,1,ART,N,671.9597219
7273314,1293,150,120,1500120,10TH AVE E BETWEEN E HIGHLAND DR AND E GALER ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E HIGHLAND DR,E GALER ST,2,Minor Arterial, ,1200,25,N,N, , ,652,42,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E HIGHLAND DR,N,28951,10TH AVE E AND E GALER ST,S,28947,1273825.368,233851.1519,System.Byte[],N,N,N,Urban Center Connector,,21,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0120,0,ART,N,652.4286606
7273315,1294,150,140,1500140,10TH AVE E BETWEEN E GALER ST AND E GARFIELD ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E GALER ST,E GARFIELD ST,2,Minor Arterial, ,1400,25,N,N, , ,290,42,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E GALER ST,N,28947,10TH AVE E AND E GARFIELD ST,S,28279,1273861.824,234318.6375,System.Byte[],N,N,N,Urban Center Connector,,19,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0140,0,ART,N,289.6143655
7273316,1295,150,160,1500160,10TH AVE E BETWEEN E GARFIELD ST AND E BLAINE ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E GARFIELD ST,E BLAINE ST,2,Minor Arterial, ,1600,25,N,N, , ,727,42,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E GARFIELD ST,N,28279,10TH AVE E AND E BLAINE ST,S,28271,1273874.626,234814.5108,System.Byte[],N,N,N,Urban Center Connector,,19,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0160,3,ART,N,727.3430667
7273317,1297,150,190,1500190,10TH AVE E BETWEEN E HOWE ST AND E NEWTON ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E HOWE ST,E NEWTON ST,2,Minor Arterial, ,1900,25,N,N, , ,488,42,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E HOWE ST,N,28267,10TH AVE E AND E NEWTON ST,S,28258,1273892.369,235746.3431,System.Byte[],N,N,N,Urban Center Connector,,29,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0190,4,ART,N,488.4196653
7273318,1298,150,200,1500200,10TH AVE E BETWEEN E NEWTON ST AND E BOSTON ST,10TH AVE E,10TH AVE E,INSVC,DISTRICT3, ,N,E NEWTON ST,E BOSTON ST,2,Minor Arterial, ,2000,25,N,N, , ,420,42,AC/PCC,10/31/2022 12:00:00 AM,,,10TH AVE E AND E NEWTON ST,N,28258,10TH AVE E AND E BOSTON ST,S,28242,1273903.388,236200.4223,System.Byte[],N,N,N,Urban Center Connector,,29,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00150&StreetSegment=0200,4,ART,N,420.0062392
